YYMM;YY;balance
1701;17;-393
1701;17;-5
1701;17;-685
1701;17;-1111
1701;17;-1329
1701;17;-1423
1701;17;-681
1701;17;-270
1701;17;-719
1701;17;-1521
1701;17;-1720
1701;17;-1650
1701;17;-863
1701;17;-22
1701;17;-378
1701;17;-1939
1701;17;-3124
1701;17;-3021
1701;17;-3020
1701;17;-1707
1701;17;-1599
1701;17;-1432
1701;17;-1659
1701;17;-1990
1701;17;-1932
1701;17;-1788
1701;17;-1981
1701;17;-2085
1701;17;-1876
1701;17;-1758
1701;17;-1824
1701;17;-1192
1701;17;-896
1701;17;-133
1701;17;-237
1701;17;-243
1701;17;-31
1701;17;-78
1701;17;-1170
1701;17;-2819
1701;17;-3515
1701;17;-3143
1701;17;-3038
1701;17;-2650
1701;17;-2112
1701;17;-1359
1701;17;-1853
1701;17;-2873
1701;17;-3411
1701;17;-3650
1701;17;-3589
1701;17;-1181
1701;17;-669
1701;17;-1602
1701;17;-1262
1701;17;-550
1701;17;-1966
1701;17;-2109
1701;17;-2467
1701;17;-2643
1701;17;-3690
1701;17;-3633
1701;17;-2966
1701;17;-2815
1701;17;-2363
1701;17;-2266
1701;17;-1748
1701;17;-2035
1701;17;-1895
1701;17;-1898
1701;17;-1142
1701;17;-1104
1701;17;-1751
1701;17;-1937
1701;17;-3049
1701;17;-3099
1701;17;-2931
1701;17;-2749
1701;17;-3350
1701;17;-2853
1701;17;-1144
1701;17;-722
1701;17;-1349
1701;17;-2633
1701;17;-2393
1701;17;-2692
1701;17;-458
1701;17;-25
1701;17;-478
1701;17;-2457
1701;17;-2578
1701;17;-2182
1701;17;-1875
1701;17;-1071
1701;17;-821
1701;17;-625
1701;17;-550
1701;17;-51
1701;17;-533
1701;17;-1184
1701;17;-1127
1701;17;-759
1701;17;-695
1701;17;-1327
1701;17;-1761
1701;17;-2034
1701;17;-2262
1701;17;-1971
1701;17;-2025
1701;17;-871
1701;17;-742
1701;17;-751
1701;17;-968
1701;17;-2126
1701;17;-2519
1701;17;-740
1701;17;-356
1701;17;-629
1701;17;-471
1701;17;-347
1701;17;-242
1701;17;-2043
1701;17;-2031
1701;17;-3317
1701;17;-3182
1701;17;-3355
1701;17;-3414
1701;17;-3261
1701;17;-3145
1701;17;-2715
1701;17;-2514
1701;17;-1536
1701;17;-1648
1701;17;-1693
1701;17;-1592
1701;17;-358
1701;17;-409
1701;17;-544
1701;17;-3242
1701;17;-3375
1701;17;-3035
1701;17;-3386
1701;17;-2317
1701;17;-1950
1701;17;-751
1701;17;-653
1701;17;-1629
1701;17;-1978
1701;17;-2974
1701;17;-3157
1701;17;-1840
1701;17;-1396
1701;17;-2352
1701;17;-1975
1701;17;-1533
1701;17;-708
1701;17;-12
1701;17;-2135
1701;17;-2229
1701;17;-3745
1701;17;-4081
1701;17;-4573
1701;17;-4729
1701;17;-3812
1701;17;-3569
1701;17;-2076
1701;17;-1904
1701;17;-3036
1701;17;-2960
1701;17;-2707
1701;17;-3005
1701;17;-1745
1701;17;-1710
1701;17;-554
1701;17;-1570
1701;17;-3460
1701;17;-3319
1701;17;-3744
1701;17;-3895
1701;17;-3763
1701;17;-3603
1701;17;-1269
1701;17;-1399
1701;17;-2056
1701;17;-2524
1701;17;-3540
1701;17;-3748
1701;17;-2541
1701;17;-2147
1701;17;-1655
1701;17;-1382
1701;17;-734
1701;17;-823
1701;17;-790
1701;17;-827
1701;17;-120
1701;17;-525
1701;17;-651
1701;17;-2741
1701;17;-2874
1701;17;-3690
1701;17;-4736
1701;17;-4650
1701;17;-4487
1701;17;-3075
1701;17;-3129
1701;17;-3432
1701;17;-3341
1701;17;-3311
1701;17;-3535
1701;17;-2328
1701;17;-1848
1701;17;-529
1701;17;-1991
1701;17;-3044
1701;17;-3349
1701;17;-3103
1701;17;-2984
1701;17;-2629
1701;17;-2175
1701;17;-1437
1701;17;-1137
1701;17;-2326
1701;17;-3304
1701;17;-4141
1701;17;-4236
1701;17;-3853
1701;17;-3355
1701;17;-3771
1701;17;-3641
1701;17;-3270
1701;17;-3148
1701;17;-1371
1701;17;-970
1701;17;-297
1701;17;-164
1701;17;-164
1701;17;-474
1701;17;-674
1701;17;-1716
1701;17;-2296
1701;17;-3009
1701;17;-3704
1701;17;-3775
1701;17;-4356
1701;17;-4481
1701;17;-4483
1701;17;-4778
1701;17;-5119
1701;17;-4939
1701;17;-5374
1701;17;-3372
1701;17;-2688
1701;17;-1076
1701;17;-220
1701;17;-257
1701;17;-2731
1701;17;-2991
1701;17;-2394
1701;17;-2050
1701;17;-2058
1701;17;-1886
1701;17;-974
1701;17;-862
1701;17;-929
1701;17;-2266
1701;17;-2940
1701;17;-3366
1701;17;-2027
1701;17;-1188
1701;17;-905
1701;17;-879
1701;17;-774
1701;17;-819
1701;17;-4164
1701;17;-3949
1701;17;-3818
1701;17;-3359
1701;17;-3294
1701;17;-3372
1701;17;-2892
1701;17;-2411
1701;17;-1986
1701;17;-2053
1701;17;-2616
1701;17;-3044
1701;17;-2824
1701;17;-2692
1701;17;-1762
1701;17;-1267
1701;17;-2588
1701;17;-2696
1701;17;-2117
1701;17;-1759
1701;17;-800
1701;17;-89
1701;17;-626
1701;17;-935
1701;17;-1514
1701;17;-2091
1701;17;-2260
1701;17;-2302
1701;17;-1921
1701;17;-1349
1701;17;-1786
1701;17;-1557
1701;17;-1068
1701;17;-670
1701;17;-235
1701;17;-1705
1701;17;-2387
1701;17;-2910
1701;17;-4305
1701;17;-4407
1701;17;-4506
1701;17;-4104
1701;17;-3267
1701;17;-3026
1701;17;-1731
1701;17;-1662
1701;17;-561
1701;17;-402
1701;17;-390
1701;17;-551
1701;17;-2992
1701;17;-3235
1701;17;-2878
1701;17;-3099
1701;17;-1059
1701;17;-501
1701;17;-944
1701;17;-979
1701;17;-1887
1701;17;-2402
1701;17;-3128
1701;17;-3023
1701;17;-907
1701;17;-549
1701;17;-205
1701;17;-1208
1701;17;-1946
1701;17;-2794
1701;17;-3084
1701;17;-4677
1701;17;-4844
1701;17;-4004
1701;17;-4102
1701;17;-3374
1701;17;-3469
1701;17;-1520
1701;17;-1637
1701;17;-2337
1701;17;-2309
1701;17;-2188
1701;17;-2118
1701;17;-1299
1701;17;-1002
1701;17;-316
1701;17;-294
1701;17;-1905
1701;17;-2728
1701;17;-5911
1701;17;-6052
1701;17;-4812
1701;17;-4288
1701;17;-3812
1701;17;-3614
1701;17;-2412
1701;17;-2133
1701;17;-2489
1701;17;-3253
1701;17;-3303
1701;17;-2980
1701;17;-1492
1701;17;-772
1701;17;-1574
1701;17;-1252
1701;17;-924
1701;17;-1414
1701;17;-2261
1701;17;-3699
1701;17;-3751
1701;17;-4598
1701;17;-4867
1701;17;-3779
1701;17;-3484
1701;17;-3035
1701;17;-2840
1701;17;-2518
1701;17;-2783
1701;17;-2739
1701;17;-2794
1701;17;-2889
1701;17;-2636
1701;17;-1174
1701;17;-662
1701;17;-1685
1701;17;-1446
1701;17;-1180
1701;17;-837
1701;17;-1090
1701;17;-442
1701;17;-628
1701;17;-544
1701;17;-870
1701;17;-304
1701;17;-838
1701;17;-317
1701;17;-310
1701;17;-2847
1701;17;-2223
1701;17;-1622
1701;17;-2059
1701;17;-1601
1701;17;-1960
1701;17;-1465
1701;17;-1564
1701;17;-2122
1701;17;-1997
1701;17;-2020
1701;17;-2253
1701;17;-1683
1701;17;-1539
1701;17;-157
1701;17;-301
1701;17;-535
1701;17;-517
1701;17;-631
1701;17;-141
1701;17;-777
1701;17;-653
1701;17;-53
1701;17;-6
1701;17;-142
1701;17;-1299
1701;17;-1260
1701;17;-123
1701;17;-21
1702;17;-320
1702;17;-489
1702;17;-470
1702;17;-892
1702;17;-866
1702;17;-711
1702;17;-716
1702;17;-200
1702;17;-319
1702;17;-821
1702;17;-642
1702;17;-1090
1702;17;-1472
1702;17;-375
1702;17;-109
1702;17;-1289
1702;17;-1602
1702;17;-1863
1702;17;-1392
1702;17;-202
1702;17;-465
1702;17;-313
1702;17;-203
1702;17;-66
1702;17;-70
1702;17;-384
1702;17;-481
1702;17;-161
1702;17;-350
1702;17;-375
1702;17;-766
1702;17;-819
1702;17;-770
1702;17;-139
1702;17;-186
1702;17;-428
1702;17;-1009
1702;17;-2589
1702;17;-1877
1702;17;-531
1703;17;-337
1703;17;-440
1703;17;-53
1706;17;-211
1706;17;-264
1706;17;-134
1706;17;-297
1706;17;-520
1706;17;-44
1706;17;-102
1706;17;-76
1706;17;-89
1706;17;-502
1706;17;-141
1706;17;-320
1706;17;-354
1706;17;-67
1706;17;-16
1706;17;-116
1706;17;-102
1706;17;-481
1706;17;-602
1706;17;-1168
1706;17;-1155
1706;17;-853
1706;17;-971
1706;17;-1343
1706;17;-1421
1706;17;-1827
1706;17;-1641
1706;17;-1332
1706;17;-1232
1706;17;-1628
1706;17;-1130
1706;17;-801
1706;17;-654
1710;17;-378
1710;17;-578
1710;17;-564
1710;17;-677
1710;17;-728
1710;17;-760
1710;17;-881
1710;17;-1110
1710;17;-1141
1710;17;-1228
1710;17;-77
1710;17;-290
1710;17;-229
1710;17;-506
1710;17;-79
1710;17;-545
1710;17;-386
1710;17;-344
1710;17;-417
1710;17;-836
1710;17;-1543
1710;17;-1401
1710;17;-737
1710;17;-816
1710;17;-55
1710;17;-437
1710;17;-167
1710;17;-552
1710;17;-627
1710;17;-705
1710;17;-1030
1710;17;-1271
1710;17;-990
1710;17;-867
1710;17;-1064
1710;17;-817
1710;17;-537
1710;17;-910
1710;17;-550
1710;17;-650
1710;17;-130
1710;17;-290
1710;17;-598
1710;17;-385
1710;17;-3207
1710;17;-3645
1710;17;-1446
1710;17;-894
1710;17;-537
1710;17;-322
1710;17;-802
1710;17;-1156
1710;17;-997
1710;17;-872
1710;17;-1169
1710;17;-1102
1710;17;-422
1710;17;-190
1710;17;-1266
1710;17;-875
1710;17;-917
1710;17;-368
1710;17;-1135
1710;17;-1653
1710;17;-1866
1710;17;-1046
1710;17;-1113
1710;17;-899
1710;17;-1336
1710;17;-1537
1710;17;-610
1710;17;-72
1710;17;-125
1710;17;-378
1710;17;-483
1710;17;-565
1710;17;-570
1710;17;-84
1710;17;-299
1710;17;-359
1710;17;-615
1710;17;-540
1710;17;-299
1710;17;-343
1710;17;-492
1710;17;-393
1710;17;-496
1710;17;-461
1710;17;-247
1710;17;-63
1710;17;-456
1710;17;-574
1710;17;-921
1710;17;-1118
1710;17;-49
1710;17;-5
1710;17;-1992
1710;17;-2075
1710;17;-2294
1710;17;-2377
1710;17;-1932
1710;17;-1820
1710;17;-1382
1710;17;-1308
1710;17;-1293
1710;17;-1935
1710;17;-3600
1710;17;-3834
1710;17;-867
1710;17;-107
1710;17;-1892
1710;17;-2265
1710;17;-3349
1710;17;-3527
1710;17;-4018
1710;17;-3951
1710;17;-3184
1710;17;-3104
1710;17;-2396
1710;17;-2443
1710;17;-2072
1710;17;-2028
1710;17;-1796
1710;17;-1872
1710;17;-901
1710;17;-906
1710;17;-137
1710;17;-708
1710;17;-1515
1710;17;-2974
1710;17;-2808
1710;17;-2556
1710;17;-2188
1710;17;-471
1710;17;-366
1710;17;-1054
1710;17;-2298
1711;17;-1828
1711;17;-522
1711;17;-509
1711;17;-940
1711;17;-798
1711;17;-1052
1711;17;-1237
1711;17;-1251
1711;17;-1213
1711;17;-1694
1711;17;-1846
1711;17;-2069
1711;17;-1669
1711;17;-912
1711;17;-915
1711;17;-1153
1711;17;-1230
1711;17;-1625
1711;17;-1627
1711;17;-301
1711;17;-206
1711;17;-261
1711;17;-850
1711;17;-1905
1711;17;-2052
1711;17;-1112
1711;17;-1322
1711;17;-2258
1711;17;-2413
1711;17;-2303
1711;17;-1999
1711;17;-1365
1711;17;-1249
1711;17;-1246
1711;17;-1166
1711;17;-869
1711;17;-813
1711;17;-25
1711;17;-71
1711;17;-866
1711;17;-1085
1711;17;-865
1711;17;-477
1711;17;-88
1711;17;-1043
1711;17;-683
1711;17;-1724
1711;17;-2060
1711;17;-3564
1711;17;-3460
1711;17;-4080
1711;17;-4158
1711;17;-5005
1711;17;-4755
1711;17;-4229
1711;17;-4370
1711;17;-4014
1711;17;-3704
1711;17;-3870
1711;17;-3575
1711;17;-2713
1711;17;-2856
1711;17;-1914
1711;17;-1670
1711;17;-732
1711;17;-845
1711;17;-1178
1711;17;-1457
1711;17;-959
1711;17;-1952
1711;17;-4825
1711;17;-5103
1711;17;-5717
1711;17;-5641
1711;17;-4906
1711;17;-4889
1711;17;-3870
1711;17;-3315
1711;17;-4257
1711;17;-5509
1711;17;-6233
1711;17;-6053
1711;17;-3538
1711;17;-2321
1711;17;-1469
1711;17;-971
1711;17;-190
1711;17;-156
1711;17;-1012
1711;17;-4902
1711;17;-5999
1711;17;-7168
1711;17;-7332
1711;17;-6990
1711;17;-6876
1711;17;-6425
1711;17;-6253
1711;17;-6381
1711;17;-6448
1711;17;-5724
1711;17;-5583
1711;17;-5873
1711;17;-5587
1711;17;-4487
1711;17;-4333
1711;17;-3472
1711;17;-3376
1711;17;-2887
1711;17;-2862
1711;17;-3473
1711;17;-3373
1711;17;-4638
1711;17;-5037
1711;17;-6891
1711;17;-7171
1711;17;-7477
1711;17;-7531
1711;17;-7335
1711;17;-7222
1711;17;-5853
1711;17;-5394
1711;17;-5997
1711;17;-7067
1711;17;-7521
1711;17;-7395
1711;17;-5009
1711;17;-3907
1711;17;-2866
1711;17;-2759
1711;17;-1277
1711;17;-384
1711;17;-831
1711;17;-2191
1711;17;-5724
1711;17;-5779
1711;17;-7842
1711;17;-7892
1711;17;-7897
1711;17;-7975
1711;17;-7742
1711;17;-7449
1711;17;-6478
1711;17;-6395
1711;17;-6080
1711;17;-6306
1711;17;-6273
1711;17;-6235
1711;17;-5331
1711;17;-5498
1711;17;-4801
1711;17;-4248
1711;17;-3883
1711;17;-3804
1711;17;-3859
1711;17;-3920
1711;17;-5696
1711;17;-6005
1711;17;-7189
1711;17;-8209
1711;17;-8254
1711;17;-7768
1711;17;-6834
1711;17;-6375
1711;17;-5503
1711;17;-5452
1711;17;-5961
1711;17;-7596
1711;17;-7297
1711;17;-7785
1711;17;-6380
1711;17;-4827
1711;17;-3753
1711;17;-3782
1711;17;-2663
1711;17;-1728
1711;17;-559
1711;17;-668
1711;17;-89
1711;17;-333
1711;17;-2413
1711;17;-3463
1711;17;-6090
1711;17;-6342
1711;17;-6578
1711;17;-6506
1711;17;-6454
1711;17;-6396
1711;17;-6472
1711;17;-6812
1711;17;-7244
1711;17;-7064
1711;17;-6697
1711;17;-6787
1711;17;-6915
1711;17;-6927
1711;17;-6322
1711;17;-6074
1711;17;-4780
1711;17;-4641
1711;17;-4236
1711;17;-4432
1711;17;-4340
1711;17;-4322
1711;17;-5089
1711;17;-5408
1711;17;-7468
1711;17;-8096
1711;17;-7926
1711;17;-6868
1711;17;-5269
1711;17;-5399
1711;17;-5806
1711;17;-5369
1711;17;-5685
1711;17;-6205
1711;17;-5598
1711;17;-5620
1711;17;-4944
1711;17;-3033
1711;17;-2188
1711;17;-2109
1711;17;-2047
1711;17;-746
1711;17;-978
1711;17;-1086
1711;17;-3133
1711;17;-3838
1711;17;-5302
1711;17;-4586
1711;17;-3444
1711;17;-3389
1711;17;-3520
1711;17;-3166
1711;17;-2844
1711;17;-2900
1711;17;-2317
1711;17;-2705
1711;17;-3089
1711;17;-3051
1711;17;-2497
1711;17;-2518
1711;17;-1386
1711;17;-1502
1711;17;-662
1711;17;-636
1711;17;-131
1711;17;-141
1711;17;-199
1711;17;-688
1711;17;-1819
1711;17;-1676
1711;17;-2027
1711;17;-1800
1711;17;-1119
1711;17;-1308
1711;17;-1497
1711;17;-1539
1711;17;-2623
1711;17;-3319
1711;17;-2752
1711;17;-2448
1711;17;-763
1711;17;-45
1711;17;-533
1711;17;-1744
1711;17;-3425
1711;17;-3260
1711;17;-2509
1711;17;-2509
1711;17;-1599
1711;17;-1453
1711;17;-992
1711;17;-969
1711;17;-802
1711;17;-863
1711;17;-1005
1711;17;-1058
1711;17;-756
1711;17;-788
1711;17;-783
1711;17;-433
1711;17;-224
1711;17;-217
1711;17;-818
1711;17;-1515
1711;17;-1970
1711;17;-2121
1711;17;-3469
1711;17;-3579
1711;17;-4359
1711;17;-4205
1711;17;-3477
1711;17;-2765
1711;17;-2596
1711;17;-2021
1711;17;-2122
1711;17;-4016
1711;17;-4166
1711;17;-4227
1711;17;-3197
1711;17;-2134
1711;17;-1843
1711;17;-1745
1711;17;-511
1711;17;-1185
1711;17;-2184
1711;17;-5939
1711;17;-6224
1711;17;-7217
1711;17;-7141
1711;17;-6639
1711;17;-6389
1711;17;-4464
1711;17;-4184
1711;17;-4017
1711;17;-4049
1711;17;-5035
1711;17;-5379
1711;17;-5257
1711;17;-5410
1711;17;-3471
1711;17;-3558
1711;17;-2193
1711;17;-2222
1711;17;-1745
1711;17;-1721
1711;17;-2102
1711;17;-1903
1711;17;-3341
1711;17;-3344
1711;17;-5743
1711;17;-6214
1711;17;-5920
1711;17;-5501
1711;17;-5169
1711;17;-5137
1711;17;-4836
1711;17;-4470
1711;17;-5235
1711;17;-6315
1711;17;-6710
1711;17;-6643
1711;17;-4931
1711;17;-4077
1711;17;-2788
1711;17;-2644
1711;17;-1157
1711;17;-652
1711;17;-1561
1711;17;-2828
1711;17;-6430
1711;17;-5729
1711;17;-6624
1711;17;-6414
1711;17;-6006
1711;17;-5800
1711;17;-5290
1711;17;-5039
1711;17;-4576
1711;17;-4210
1711;17;-4293
1711;17;-4781
1711;17;-5028
1711;17;-4820
1711;17;-3921
1711;17;-3800
1711;17;-2497
1711;17;-2271
1711;17;-1970
1711;17;-2179
1711;17;-1657
1711;17;-1464
1711;17;-1831
1711;17;-2538
1711;17;-5751
1711;17;-6046
1711;17;-6245
1711;17;-6368
1711;17;-5688
1711;17;-5719
1711;17;-4409
1711;17;-4123
1711;17;-4019
1711;17;-6102
1711;17;-6227
1711;17;-6335
1711;17;-3321
1711;17;-2862
1711;17;-2719
1711;17;-2674
1711;17;-2471
1711;17;-1826
1711;17;-54
1711;17;-368
1711;17;-553
1711;17;-2839
1711;17;-4103
1711;17;-7545
1711;17;-7790
1711;17;-7517
1711;17;-7237
1711;17;-6600
1711;17;-6409
1711;17;-5296
1711;17;-5078
1711;17;-5147
1711;17;-5201
1711;17;-5323
1711;17;-5468
1711;17;-5573
1711;17;-5408
1711;17;-4507
1711;17;-4690
1711;17;-3989
1711;17;-3791
1711;17;-3713
1711;17;-3774
1711;17;-3160
1711;17;-3137
1711;17;-4134
1711;17;-4525
1711;17;-6456
1711;17;-6445
1711;17;-5650
1711;17;-5819
1711;17;-5474
1711;17;-5412
1711;17;-5210
1711;17;-5170
1711;17;-5525
1711;17;-6135
1711;17;-6077
1711;17;-6043
1711;17;-4543
1711;17;-3594
1711;17;-3136
1711;17;-2940
1711;17;-2536
1711;17;-1947
1711;17;-1440
1711;17;-1405
1711;17;-925
1711;17;-1423
1711;17;-3601
1711;17;-4011
1711;17;-7468
1711;17;-7041
1711;17;-7849
1711;17;-7341
1711;17;-6272
1711;17;-6035
1711;17;-4971
1711;17;-5010
1711;17;-5104
1711;17;-5049
1711;17;-4673
1711;17;-4541
1711;17;-4792
1711;17;-4396
1711;17;-3475
1711;17;-3498
1711;17;-2228
1711;17;-2012
1711;17;-2169
1711;17;-2125
1711;17;-1832
1711;17;-1568
1711;17;-2452
1711;17;-2716
1711;17;-3562
1711;17;-3814
1711;17;-5525
1711;17;-5624
1711;17;-4038
1711;17;-4200
1711;17;-3653
1711;17;-3690
1711;17;-3782
1711;17;-4380
1711;17;-4869
1711;17;-4986
1711;17;-3313
1711;17;-2607
1711;17;-1949
1711;17;-1503
1711;17;-343
1711;17;-205
1711;17;-524
1711;17;-721
1711;17;-1809
1711;17;-2112
1711;17;-1758
1711;17;-1802
1711;17;-682
1711;17;-743
1711;17;-130
1711;17;-459
1711;17;-714
1711;17;-1118
1711;17;-198
1711;17;-66
1711;17;-1412
1711;17;-1639
1711;17;-2275
1711;17;-1838
1711;17;-264
1711;17;-719
1711;17;-1488
1711;17;-1845
1711;17;-759
1711;17;-930
1711;17;-978
1711;17;-1095
1711;17;-135
1711;17;-191
1711;17;-454
1711;17;-1160
1711;17;-2296
1711;17;-2416
1711;17;-1935
1711;17;-891
1711;17;-531
1711;17;-403
1711;17;-995
1711;17;-4253
1711;17;-3978
1711;17;-5466
1711;17;-5361
1711;17;-4169
1711;17;-4599
1711;17;-4564
1711;17;-4694
1711;17;-5173
1711;17;-4871
1711;17;-4330
1711;17;-4300
1711;17;-4250
1711;17;-3981
1711;17;-3073
1711;17;-2901
1711;17;-2552
1711;17;-1963
1711;17;-1503
1711;17;-1472
1711;17;-2380
1711;17;-2298
1711;17;-3412
1711;17;-3580
1711;17;-3669
1711;17;-4057
1711;17;-4663
1711;17;-3708
1711;17;-1947
1711;17;-1366
1711;17;-518
1711;17;-458
1711;17;-794
1711;17;-1715
1711;17;-2452
1711;17;-1851
1711;17;-149
1711;17;-1327
1711;17;-1627
1711;17;-4426
1711;17;-4359
1711;17;-3257
1711;17;-3029
1711;17;-1222
1711;17;-1506
1711;17;-1649
1711;17;-1609
1711;17;-2495
1711;17;-2347
1711;17;-1860
1711;17;-1770
1711;17;-1178
1711;17;-922
1711;17;-207
1711;17;-159
1711;17;-2
1711;17;-49
1711;17;-986
1711;17;-970
1711;17;-3436
1711;17;-3641
1711;17;-4878
1711;17;-4825
1711;17;-4079
1711;17;-3111
1711;17;-365
1711;17;-233
1711;17;-944
1711;17;-1132
1711;17;-2582
1711;17;-2459
1711;17;-2588
1711;17;-2606
1711;17;-645
1711;17;-488
1711;17;-673
1711;17;-163
1711;17;-348
1711;17;-3
1711;17;-1469
1711;17;-3006
1711;17;-2704
1711;17;-441
1711;17;-2231
1711;17;-2077
1711;17;-1348
1711;17;-1706
1711;17;-1479
1711;17;-1534
1711;17;-537
1711;17;-721
1711;17;-1065
1711;17;-1278
1711;17;-1180
1711;17;-1049
1711;17;-1002
1711;17;-616
1711;17;-588
1711;17;-1122
1711;17;-1006
1711;17;-907
1711;17;-1227
1711;17;-3719
1711;17;-3945
1711;17;-4601
1711;17;-5003
1711;17;-4240
1711;17;-3996
1711;17;-3240
1711;17;-2631
1711;17;-2163
1711;17;-2444
1711;17;-2590
1711;17;-3013
1711;17;-3730
1711;17;-3845
1711;17;-1648
1711;17;-718
1711;17;-23
1711;17;-57
1711;17;-392
1711;17;-4242
1711;17;-4974
1711;17;-4652
1711;17;-4642
1711;17;-4560
1711;17;-4685
1711;17;-4458
1711;17;-4413
1711;17;-3912
1711;17;-3899
1711;17;-3336
1711;17;-3601
1711;17;-3774
1711;17;-3792
1711;17;-2321
1711;17;-2067
1711;17;-1493
1711;17;-1500
1711;17;-603
1711;17;-426
1711;17;-1126
1711;17;-1197
1711;17;-3418
1711;17;-3859
1711;17;-5260
1711;17;-5523
1711;17;-5526
1711;17;-5646
1711;17;-4541
1711;17;-4405
1711;17;-3550
1711;17;-3484
1711;17;-4343
1711;17;-5664
1711;17;-5762
1711;17;-5464
1711;17;-3795
1711;17;-3779
1711;17;-4142
1711;17;-3675
1711;17;-2815
1711;17;-2160
1711;17;-211
1711;17;-153
1711;17;-1572
1711;17;-2370
1711;17;-5949
1711;17;-5708
1711;17;-5201
1711;17;-5182
1711;17;-6028
1711;17;-5855
1711;17;-5561
1711;17;-5381
1711;17;-4026
1711;17;-3729
1711;17;-4220
1711;17;-4458
1711;17;-5051
1711;17;-5144
1711;17;-4396
1711;17;-4191
1711;17;-3676
1711;17;-3111
1711;17;-2694
1711;17;-2859
1711;17;-2977
1711;17;-3340
1711;17;-5999
1711;17;-6026
1711;17;-7379
1711;17;-7571
1711;17;-7157
1711;17;-6896
1711;17;-6714
1711;17;-6202
1711;17;-5435
1711;17;-4883
1711;17;-4878
1711;17;-5552
1711;17;-6148
1712;17;-5808
1712;17;-3366
1712;17;-2905
1712;17;-3175
1712;17;-3013
1712;17;-2847
1712;17;-2041
1712;17;-922
1712;17;-89
1712;17;-290
1712;17;-658
1712;17;-2003
1712;17;-3401
1712;17;-6237
1712;17;-6596
1712;17;-6416
1712;17;-6421
1712;17;-6870
1712;17;-6908
1712;17;-6684
1712;17;-6651
1712;17;-5907
1712;17;-5782
1712;17;-5537
1712;17;-5885
1712;17;-6372
1712;17;-6339
1712;17;-5634
1712;17;-6092
1712;17;-4835
1712;17;-5037
1712;17;-4233
1712;17;-4435
1712;17;-4698
1712;17;-4666
1712;17;-5598
1712;17;-5340
1712;17;-6518
1712;17;-6947
1712;17;-7592
1712;17;-7565
1712;17;-6941
1712;17;-6727
1712;17;-6133
1712;17;-5603
1712;17;-6344
1712;17;-6754
1712;17;-6900
1712;17;-6706
1712;17;-4672
1712;17;-4109
1712;17;-3959
1712;17;-4154
1712;17;-4295
1712;17;-3282
1712;17;-1628
1712;17;-562
1712;17;-379
1712;17;-470
1712;17;-1399
1712;17;-1531
1712;17;-2656
1712;17;-3483
1712;17;-4481
1712;17;-4818
1712;17;-4840
1712;17;-5956
1712;17;-5522
1712;17;-5532
1712;17;-4150
1712;17;-4199
1712;17;-5191
1712;17;-5442
1712;17;-6624
1712;17;-6697
1712;17;-6831
1712;17;-6312
1712;17;-6106
1712;17;-5587
1712;17;-4906
1712;17;-4784
1712;17;-5819
1712;17;-5585
1712;17;-5874
1712;17;-5865
1712;17;-5399
1712;17;-5903
1712;17;-6490
1712;17;-6190
1712;17;-6222
1712;17;-5963
1712;17;-6210
1712;17;-6516
1712;17;-8106
1712;17;-8326
1712;17;-9999
1712;17;-9973
1712;17;-8093
1712;17;-7247
1712;17;-6755
1712;17;-6794
1712;17;-5996
1712;17;-5260
1712;17;-3475
1712;17;-2820
1712;17;-1591
1712;17;-1445
1712;17;-1570
1712;17;-1856
1712;17;-2229
1712;17;-2491
1712;17;-3569
1712;17;-3449
1712;17;-4488
1712;17;-4744
1712;17;-6186
1712;17;-6301
1712;17;-6364
1712;17;-6350
1712;17;-5753
1712;17;-5908
1712;17;-6205
1712;17;-6292
1712;17;-4270
1712;17;-3937
1712;17;-2849
1712;17;-2804
1712;17;-2660
1712;17;-2221
1712;17;-1984
1712;17;-2253
1712;17;-3752
1712;17;-3339
1712;17;-4922
1712;17;-5096
1712;17;-4582
1712;17;-4376
1712;17;-4288
1712;17;-4483
1712;17;-2800
1712;17;-2838
1712;17;-3553
1712;17;-4345
1712;17;-5852
1712;17;-5511
1712;17;-2467
1712;17;-2206
1712;17;-1672
1712;17;-1430
1712;17;-184
1712;17;-376
1712;17;-992
1712;17;-4026
1712;17;-4934
1712;17;-5860
1712;17;-5482
1712;17;-4030
1712;17;-3654
1712;17;-3042
1712;17;-3132
1712;17;-2421
1712;17;-2291
1712;17;-3225
1712;17;-3483
1712;17;-4905
1712;17;-4767
1712;17;-4553
1712;17;-3827
1712;17;-2541
1712;17;-2479
1712;17;-2113
1712;17;-2005
1712;17;-2087
1712;17;-2127
1712;17;-2066
1712;17;-2299
1712;17;-3888
1712;17;-4015
1712;17;-3651
1712;17;-3494
1712;17;-3992
1712;17;-3528
1712;17;-2119
1712;17;-2431
1712;17;-2763
1712;17;-3008
1712;17;-4278
1712;17;-4284
1712;17;-1881
1712;17;-1174
1712;17;-1079
1712;17;-1237
1712;17;-476
1712;17;-900
1712;17;-3522
1712;17;-3843
1712;17;-3381
1712;17;-2947
1712;17;-2480
1712;17;-2448
1712;17;-2264
1712;17;-2099
1712;17;-1892
1712;17;-1836
1712;17;-2093
1712;17;-2274
1712;17;-3211
1712;17;-3133
1712;17;-2722
1712;17;-2539
1712;17;-1086
1712;17;-808
1712;17;-109
1712;17;-269
1712;17;-317
1712;17;-680
1712;17;-2224
1712;17;-2620
1712;17;-3302
